Grid,Label,RSSI_0_0,RSSI_0_8,RSSI_8_0,RSSI_8_8,RSSI_16_0,RSSI_16_8
1_5,in,-81.0,-81.0,-72.0,-79.0,-86.0,
1_5,in,-80.0,-80.0,,-79.0,,-93.0
1_5,in,-81.0,-82.0,,-78.0,-89.0,-92.0
1_5,in,-85.0,,-74.0,,,-90.0
1_5,in,,-80.0,,-83.0,,
1_5,in,-86.0,-81.0,,,,
1_5,in,-82.0,-80.0,,-83.0,,
1_5,in,-81.0,-84.0,,-84.0,,
1_5,in,,-84.0,,-80.0,,
1_5,in,-82.0,,,-81.0,,
1_5,in,-84.0,-81.0,,-83.0,,
1_5,in,,-81.0,,-79.0,-89.0,-91.0
1_5,in,-81.0,-80.0,,-78.0,,-91.0
1_5,in,-81.0,-84.0,,-78.0,-86.0,-91.0
1_5,in,-80.0,-81.0,-74.0,-82.0,,
1_5,in,-84.0,-84.0,-74.0,-81.0,,
1_5,in,-80.0,-82.0,,-83.0,,
1_5,in,-84.0,-84.0,-70.0,-83.0,-87.0,-92.0
1_5,in,-80.0,-83.0,-70.0,-79.0,-88.0,-91.0
1_5,in,-80.0,-82.0,-74.0,-81.0,,
1_5,in,-84.0,-85.0,-70.0,-78.0,-88.0,
1_5,in,-84.0,-81.0,,-93.0,-93.0,-94.0
1_5,in,-83.0,-85.0,,,-89.0,-96.0
1_5,in,-79.0,,,-82.0,-87.0,-93.0
1_5,in,-81.0,-77.0,-74.0,-87.0,,-95.0
1_5,in,,-79.0,,-88.0,,-95.0
1_5,in,-79.0,-76.0,,-86.0,-89.0,-96.0
1_5,in,-80.0,,-82.0,-87.0,-89.0,-93.0
1_5,in,-79.0,-77.0,-74.0,,,
1_5,in,-82.0,-76.0,,,-91.0,-97.0
1_5,in,-79.0,-77.0,,-84.0,-89.0,-92.0
1_5,in,-79.0,-76.0,-72.0,-82.0,,
1_5,in,-80.0,-79.0,-76.0,,-87.0,
1_5,in,-81.0,-76.0,-76.0,-82.0,-89.0,-94.0
1_5,in,-80.0,-76.0,,-85.0,-89.0,-94.0
1_5,in,,-79.0,,,-87.0,
1_5,in,-83.0,-74.0,,-84.0,-87.0,
1_5,in,-79.0,-78.0,,,-88.0,-97.0
1_5,in,-86.0,-78.0,,-84.0,,
1_5,in,-83.0,-79.0,-74.0,-84.0,-89.0,
1_5,in,-83.0,-78.0,,-84.0,-95.0,
1_5,in,-85.0,-77.0,,,,
1_5,in,-84.0,-77.0,,-82.0,,-97.0
1_5,in,-84.0,,,-85.0,,-97.0
1_5,in,-82.0,-78.0,,,,-97.0
1_5,in,-85.0,,,,,
1_5,in,-81.0,-78.0,,-84.0,,
1_5,in,-85.0,-78.0,-74.0,-84.0,,
1_5,in,-79.0,-78.0,-76.0,-84.0,,
1_5,in,-83.0,-76.0,,-83.0,-88.0,-96.0
1_5,in,,-77.0,,-86.0,-88.0,
1_5,in,-81.0,-77.0,,-85.0,-89.0,
1_5,in,-80.0,-75.0,,,-88.0,-96.0
1_5,in,-79.0,-79.0,-72.0,,,-96.0
1_5,in,,-78.0,-76.0,-88.0,,
1_5,in,-81.0,-78.0,-72.0,-83.0,,
1_5,in,,-79.0,-76.0,-83.0,,-96.0
1_5,in,-80.0,-79.0,,-84.0,,
1_5,in,,-79.0,,-85.0,-89.0,
1_5,in,-80.0,-76.0,,,-89.0,
1_5,in,-80.0,-77.0,-74.0,,-89.0,
1_5,in,-83.0,-79.0,,,,
1_5,in,-80.0,-79.0,-70.0,-88.0,-90.0,
1_5,in,-80.0,,,-83.0,-90.0,
1_5,in,-84.0,-79.0,-74.0,-85.0,-90.0,
1_5,in,,-75.0,,-84.0,,-92.0
1_5,in,,-76.0,-78.0,-83.0,,
1_5,in,-83.0,-79.0,,-83.0,-88.0,
1_5,in,-85.0,-76.0,,-83.0,,
1_5,in,-85.0,,,,,-96.0
1_5,in,-84.0,-79.0,-72.0,-83.0,-87.0,
1_5,in,-86.0,-82.0,-60.0,-91.0,,
1_5,in,,-79.0,-60.0,-83.0,,
1_5,in,-80.0,-83.0,-58.0,-83.0,-94.0,
1_5,in,-82.0,-80.0,,-86.0,-91.0,-96.0
1_5,in,-83.0,-80.0,,-84.0,,
1_5,in,-86.0,-78.0,,-86.0,,-95.0
1_5,in,-84.0,-78.0,,-83.0,-101.0,
1_5,in,-86.0,,,-83.0,,-95.0
1_5,in,-83.0,-79.0,-60.0,-83.0,-90.0,-94.0
1_5,in,,-78.0,,,-89.0,-94.0
1_5,in,-82.0,-78.0,-64.0,-85.0,,-95.0
1_5,in,-86.0,-81.0,,-83.0,,-98.0
1_5,in,-82.0,-81.0,-66.0,-86.0,-91.0,-94.0
1_5,in,-86.0,-79.0,-66.0,-86.0,-88.0,
1_5,in,-84.0,-80.0,-60.0,-87.0,-91.0,
1_5,in,-84.0,,,-86.0,-91.0,
1_5,in,-83.0,,-64.0,-86.0,,-96.0
1_5,in,-86.0,-79.0,-58.0,-82.0,,
1_5,in,-83.0,-81.0,-60.0,,-93.0,-97.0
1_5,in,,-80.0,-58.0,,-95.0,-98.0
1_5,in,-81.0,-78.0,-64.0,,-92.0,
1_5,in,-86.0,-79.0,,-84.0,-92.0,
1_5,in,-83.0,,,-83.0,-92.0,-95.0
1_5,in,-86.0,-79.0,-58.0,,,
1_5,in,-87.0,-79.0,-62.0,-85.0,,
1_5,in,-81.0,-80.0,,-83.0,-90.0,
1_5,in,-83.0,-79.0,-58.0,-83.0,,
1_5,in,-79.0,-81.0,,-82.0,-95.0,
1_5,in,-87.0,-79.0,-66.0,-83.0,-96.0,
1_5,in,,-82.0,-56.0,,-89.0,
1_5,in,-82.0,-81.0,,,-95.0,-95.0
1_5,in,-82.0,-81.0,-58.0,-82.0,,-95.0
1_5,in,-86.0,-80.0,-60.0,,-93.0,
1_5,in,-82.0,,-66.0,,,
1_5,in,-86.0,,-60.0,,,-95.0
1_5,in,-86.0,-83.0,,,-93.0,-96.0
1_5,in,-81.0,-79.0,-58.0,-82.0,-92.0,
1_5,in,-87.0,-79.0,,-84.0,,
1_5,in,-83.0,,-60.0,,,
1_5,in,-81.0,-79.0,,,,
1_5,in,-85.0,,-60.0,-82.0,,
1_5,in,-83.0,-82.0,-66.0,-85.0,,
1_5,in,-83.0,-82.0,-66.0,-83.0,,
1_5,in,-83.0,-77.0,-62.0,,-93.0,
1_5,in,-83.0,,-60.0,,-92.0,
1_5,in,-83.0,-78.0,,,-93.0,
1_5,in,-81.0,-81.0,-62.0,,-93.0,-96.0
1_5,in,-82.0,-81.0,-66.0,-83.0,,
1_5,in,,,-62.0,-85.0,,
1_5,in,-82.0,-82.0,,-86.0,,
1_5,in,-88.0,-88.0,,-88.0,-93.0,
1_5,in,-85.0,-84.0,,-89.0,-91.0,
1_5,in,-84.0,,-60.0,-84.0,-87.0,
1_5,in,-82.0,,,-86.0,-90.0,
1_5,in,-86.0,-77.0,-62.0,-85.0,-88.0,
1_5,in,-82.0,-80.0,-60.0,-89.0,-87.0,
1_5,in,,-80.0,,-84.0,-92.0,
1_5,in,-85.0,-76.0,,,,-94.0
1_5,in,-87.0,-78.0,-60.0,-86.0,,-97.0
1_5,in,-85.0,,,,,
1_5,in,-84.0,-76.0,-60.0,,,
1_5,in,-83.0,-80.0,-60.0,-87.0,-91.0,
1_5,in,-82.0,-76.0,,-84.0,-93.0,
1_5,in,-87.0,-76.0,-70.0,-87.0,-93.0,
1_5,in,-83.0,-79.0,-60.0,,,
1_5,in,-83.0,-79.0,,-85.0,,
1_5,in,-84.0,-80.0,-70.0,-83.0,-88.0,
1_5,in,-83.0,,-60.0,-83.0,-88.0,
1_5,in,-87.0,-79.0,-60.0,,,
1_5,in,-87.0,-78.0,-60.0,-84.0,,-96.0
1_5,in,-84.0,,-60.0,-84.0,,
1_5,in,-84.0,-80.0,-60.0,,-88.0,
1_5,in,,-80.0,-60.0,,,
1_5,in,-86.0,-77.0,,,-88.0,
1_5,in,-87.0,-79.0,,-86.0,,
1_5,in,-83.0,-78.0,-60.0,-85.0,-89.0,
1_5,in,,-77.0,-62.0,-85.0,-91.0,-95.0
1_5,in,-83.0,-78.0,-70.0,,,
1_5,in,-86.0,,,,,
1_5,in,-84.0,-80.0,-68.0,,,
1_5,in,-84.0,-77.0,-70.0,-84.0,-87.0,
1_5,in,-84.0,,-64.0,,,
1_5,in,,,-62.0,-84.0,-87.0,-93.0
1_5,in,-84.0,-79.0,-70.0,-90.0,,
1_5,in,,-77.0,-68.0,-84.0,,
1_5,in,-82.0,,-68.0,-84.0,,-93.0
1_5,in,-85.0,-79.0,,-84.0,-91.0,-94.0
1_5,in,-83.0,-79.0,-60.0,-84.0,,
1_5,in,-85.0,-80.0,-62.0,-84.0,-87.0,
1_5,in,-87.0,-77.0,-62.0,,-88.0,
1_5,in,-84.0,,-62.0,-86.0,,-94.0
1_5,in,-88.0,-78.0,-42.0,-88.0,,-95.0
1_5,in,-85.0,,-68.0,,,-94.0
1_5,in,-84.0,-76.0,-70.0,-83.0,,
1_5,in,-87.0,-76.0,-62.0,,,
1_5,in,-83.0,-77.0,-68.0,-83.0,-87.0,
1_5,in,-84.0,-80.0,-58.0,-87.0,,
1_5,in,-87.0,-77.0,,-83.0,-85.0,
1_5,in,-84.0,,-62.0,-87.0,,
1_5,in,-84.0,-76.0,-60.0,-85.0,,-92.0
1_5,in,-85.0,-80.0,-70.0,-87.0,,-99.0
1_5,in,,-90.0,-64.0,,-98.0,
1_5,in,-85.0,-83.0,-70.0,-87.0,-92.0,
1_5,in,-85.0,-81.0,-70.0,-86.0,,-95.0
1_5,in,-84.0,-80.0,-64.0,-84.0,,-95.0
1_5,in,-87.0,-82.0,,-85.0,,-98.0
1_5,in,-83.0,,-64.0,,,
1_5,in,-81.0,-83.0,-66.0,-87.0,,
1_5,in,-82.0,,,,,-94.0
1_5,in,-82.0,-82.0,,-84.0,,
1_5,in,-88.0,-84.0,-64.0,-82.0,-89.0,
1_5,in,-87.0,-81.0,-64.0,,-92.0,
1_5,in,-83.0,-83.0,-64.0,-88.0,-90.0,
1_5,in,-86.0,-84.0,,,-91.0,-96.0
1_5,in,-87.0,-80.0,-64.0,-85.0,-90.0,-97.0
1_5,in,,-81.0,,,-90.0,-96.0
1_5,in,,-81.0,-64.0,-83.0,-89.0,
1_5,in,-85.0,-80.0,,,,
1_5,in,-84.0,-82.0,,-83.0,,
1_5,in,-85.0,-84.0,-64.0,-83.0,-90.0,
1_5,in,-88.0,-84.0,,-81.0,,
1_5,in,-85.0,-81.0,,-85.0,,
1_5,in,-85.0,,-64.0,-85.0,,
1_5,in,-83.0,-84.0,-66.0,-86.0,-89.0,
1_5,in,-89.0,-85.0,-64.0,-84.0,,-101.0
1_5,in,,-85.0,-66.0,-85.0,,
1_5,in,-89.0,-85.0,-70.0,,,
1_5,in,,-84.0,-62.0,-86.0,,
1_5,in,-85.0,-84.0,-66.0,-85.0,-91.0,
1_5,in,-90.0,-81.0,-70.0,-84.0,-93.0,
1_5,in,,-80.0,-64.0,,-90.0,
1_5,in,-90.0,-82.0,-62.0,-85.0,-93.0,
1_5,in,-89.0,,-66.0,-86.0,,-98.0
1_5,in,-89.0,-80.0,-64.0,-84.0,-90.0,
1_5,in,-87.0,-81.0,-68.0,-86.0,-91.0,
1_5,in,,-80.0,-64.0,,,
1_5,in,,-84.0,-62.0,-87.0,,-100.0
1_5,in,-91.0,-84.0,-70.0,-86.0,-89.0,-97.0
1_5,in,-90.0,,-64.0,,,
1_5,in,-89.0,-81.0,,-84.0,-89.0,
1_5,in,,-81.0,,-87.0,,
1_5,in,-90.0,-80.0,-64.0,-85.0,,-97.0
1_5,in,,-84.0,-70.0,,-87.0,
1_5,in,-91.0,-81.0,-64.0,-86.0,-95.0,-97.0
1_5,in,,-84.0,,-87.0,-91.0,
1_5,in,,-82.0,,-84.0,,-98.0
1_5,in,-85.0,-84.0,-64.0,,,
1_5,in,,-83.0,,,,
1_5,in,-84.0,-82.0,-64.0,-84.0,,
1_5,in,-85.0,-85.0,-64.0,-86.0,,-97.0
1_5,in,-83.0,-81.0,-66.0,,-91.0,
1_5,in,-86.0,-85.0,,-85.0,,
1_5,in,-89.0,,-62.0,-84.0,-92.0,-97.0
1_5,in,-84.0,-77.0,-68.0,-85.0,-87.0,127.0
1_5,in,-83.0,-79.0,-68.0,-86.0,,
1_5,in,-89.0,-76.0,-66.0,-83.0,,
1_5,in,-89.0,,-62.0,-84.0,,
1_5,in,-83.0,-77.0,,,-88.0,
1_5,in,-87.0,-76.0,,,,
1_5,in,-89.0,-77.0,-64.0,,,
1_5,in,-90.0,-76.0,-62.0,-82.0,,
1_5,in,-89.0,-79.0,-66.0,-85.0,,-96.0
1_5,in,,-76.0,,-84.0,-87.0,
1_5,in,-90.0,-76.0,,,-89.0,-95.0
1_5,in,,-79.0,,-84.0,,
1_5,in,-83.0,-74.0,,-87.0,-92.0,-97.0
1_5,in,-85.0,-78.0,-64.0,-86.0,,
1_5,in,-84.0,-78.0,-70.0,-85.0,-91.0,
1_5,in,,-79.0,-62.0,,-90.0,
1_5,in,-85.0,-78.0,,,,
1_5,in,,-77.0,-64.0,,,-94.0
1_5,in,-81.0,-77.0,-66.0,-84.0,-91.0,
1_5,in,,,,-86.0,,-98.0
1_5,in,-90.0,-78.0,-70.0,-84.0,-94.0,
1_5,in,-89.0,,-62.0,-83.0,-90.0,
1_5,in,-86.0,-78.0,-64.0,,,
1_5,in,-84.0,-78.0,,-84.0,-90.0,
1_5,in,,-78.0,-64.0,-88.0,,
1_5,in,-89.0,-76.0,,-84.0,,
1_5,in,,-77.0,-64.0,,,
1_5,in,,-77.0,,-95.0,,
1_5,in,,-75.0,-70.0,,-94.0,-95.0
1_5,in,,-79.0,-62.0,-88.0,-90.0,
1_5,in,-83.0,-78.0,-62.0,-84.0,,
1_5,in,-85.0,-78.0,-70.0,-84.0,-94.0,
1_5,in,-84.0,-79.0,,-88.0,-90.0,
1_5,in,-84.0,-79.0,-64.0,-88.0,-89.0,-96.0
1_5,in,-85.0,-79.0,,-86.0,,
1_5,in,-84.0,-76.0,-62.0,-86.0,-88.0,
1_5,in,-91.0,-77.0,,,-89.0,
1_5,in,-86.0,-79.0,-68.0,,-92.0,
1_5,in,-84.0,-79.0,-64.0,-88.0,,
1_5,in,-91.0,,,,,
1_5,in,-86.0,-79.0,-70.0,,,-97.0
1_5,in,,-75.0,-58.0,-89.0,-89.0,
1_5,in,-88.0,-76.0,,-88.0,,-95.0
1_5,in,-84.0,-79.0,-64.0,-87.0,,-96.0
1_5,in,-85.0,-76.0,,-87.0,,
1_5,in,-90.0,,-66.0,-88.0,,
1_5,in,-89.0,-79.0,-66.0,-91.0,,
1_7,in,,,,,-95.0,
1_7,in,-88.0,-74.0,,-88.0,-89.0,-95.0
1_7,in,,-78.0,,-91.0,-86.0,-94.0
1_7,in,-88.0,-83.0,,,-87.0,
1_7,in,,-76.0,,,,
1_7,in,-82.0,-76.0,-76.0,,,-94.0
1_7,in,-82.0,-75.0,-76.0,-87.0,-88.0,-94.0
1_7,in,-83.0,-84.0,,-96.0,,
1_7,in,-86.0,-83.0,,-94.0,,-96.0
1_7,in,-82.0,-84.0,,,-87.0,-96.0
1_7,in,-81.0,,,-89.0,-88.0,
1_7,in,-86.0,-77.0,,-86.0,,-92.0
1_7,in,-82.0,-76.0,,,,-93.0
1_7,in,,-83.0,-76.0,-88.0,-87.0,-94.0
1_7,in,,-77.0,,-90.0,-88.0,-94.0
1_7,in,-86.0,,,-86.0,-99.0,-95.0
1_7,in,,-83.0,,-87.0,,
1_7,in,-83.0,-76.0,,-86.0,,
1_7,in,-83.0,-83.0,,,-87.0,
1_7,in,-81.0,-76.0,,,,
1_7,in,-87.0,-75.0,,,-87.0,-93.0
1_7,in,-82.0,-75.0,,,-88.0,-93.0
1_7,in,-84.0,-83.0,,,-91.0,-95.0
1_7,in,-88.0,-83.0,,-85.0,-87.0,
1_7,in,-88.0,-75.0,,-85.0,,-91.0
1_7,in,-83.0,-83.0,,-93.0,-88.0,-94.0
1_7,in,-82.0,-82.0,,-86.0,-87.0,-96.0
1_7,in,-87.0,-76.0,,,-89.0,-93.0
1_7,in,-83.0,,,-86.0,,
1_7,in,-82.0,-83.0,,,-89.0,-96.0
1_7,in,-84.0,-77.0,,-81.0,,
1_7,in,-86.0,-74.0,,,,
1_7,in,-83.0,-75.0,,-85.0,-89.0,
1_7,in,-86.0,-74.0,,,,-96.0
1_7,in,-86.0,-75.0,,-84.0,,-94.0
1_7,in,-82.0,-83.0,,,,
1_7,in,-81.0,,,-85.0,-89.0,
1_7,in,-82.0,-83.0,,,-91.0,-96.0
1_7,in,,-83.0,,,-88.0,
1_7,in,-87.0,-77.0,,-86.0,-97.0,
1_7,in,-83.0,-77.0,,-84.0,,
1_7,in,-82.0,-83.0,,,,
1_7,in,-82.0,-83.0,,,-85.0,-93.0
1_7,in,-83.0,-83.0,,,,
1_7,in,,-77.0,,-85.0,,
1_7,in,-82.0,-75.0,,,,-90.0
1_7,in,-87.0,,,,,
1_7,in,-82.0,-84.0,,-86.0,-89.0,
1_7,in,-87.0,-77.0,,-86.0,-87.0,
1_7,in,,-77.0,,-84.0,-87.0,-91.0
1_7,in,,-82.0,,-84.0,-91.0,-98.0
1_7,in,-86.0,-86.0,,-81.0,-88.0,
1_7,in,-81.0,-80.0,,,,-94.0
1_7,in,-86.0,-80.0,,-79.0,-86.0,-94.0
1_7,in,-82.0,-80.0,,-84.0,,-95.0
1_7,in,-86.0,,,-79.0,-92.0,-94.0
1_7,in,-83.0,-80.0,,-85.0,-90.0,-94.0
1_7,in,-83.0,-78.0,,-79.0,-87.0,
1_7,in,-82.0,-81.0,-74.0,-78.0,,-91.0
1_7,in,-83.0,-79.0,,-77.0,-89.0,-94.0
1_7,in,-87.0,-80.0,,-78.0,,-91.0
1_7,in,-81.0,-80.0,,-77.0,,-95.0
1_7,in,-85.0,,-74.0,-82.0,,-95.0
1_7,in,-81.0,-79.0,,-78.0,-90.0,
1_7,in,-83.0,-78.0,-70.0,-81.0,,-94.0
1_7,in,-82.0,-84.0,,-76.0,,-93.0
1_7,in,,,,-76.0,,
1_7,in,-83.0,-83.0,,-76.0,,
1_7,in,-85.0,-84.0,-68.0,-77.0,,
1_7,in,,,-70.0,-77.0,,-97.0
1_7,in,-81.0,-81.0,,,,-95.0
1_7,in,,-77.0,,-77.0,-92.0,
1_7,in,-82.0,-90.0,,-82.0,,
1_7,in,-80.0,-88.0,-78.0,,,-92.0
1_7,in,-86.0,-83.0,,-77.0,,
1_7,in,,-80.0,,-76.0,,
1_7,in,-87.0,-80.0,-70.0,-77.0,-91.0,-97.0
1_7,in,-82.0,,-70.0,-77.0,,
1_7,in,-87.0,-79.0,,-77.0,,-96.0
1_7,in,-88.0,,,-76.0,-91.0,-96.0
1_7,in,-84.0,,,-81.0,-91.0,-94.0
1_7,in,-85.0,-82.0,,,-92.0,
1_7,in,,-82.0,,-76.0,-92.0,-94.0
1_7,in,-81.0,-79.0,,-77.0,-94.0,
1_7,in,-86.0,,,-77.0,,-96.0
1_7,in,-80.0,,-72.0,-76.0,,-94.0
1_7,in,-84.0,-79.0,,-76.0,-92.0,
1_7,in,,-77.0,,-80.0,-91.0,-96.0
1_7,in,-85.0,-76.0,,-77.0,-93.0,-96.0
1_7,in,,-82.0,,-75.0,-94.0,
1_7,in,-81.0,-80.0,,,-91.0,-95.0
1_7,in,-83.0,,-70.0,-80.0,,
1_7,in,-80.0,,,-77.0,,
1_7,in,-86.0,-79.0,-70.0,-78.0,,-97.0
1_7,in,-83.0,-83.0,-70.0,-78.0,-92.0,-94.0
1_7,in,-83.0,-83.0,-52.0,,-93.0,-91.0
1_7,in,-81.0,-83.0,,-77.0,-90.0,-94.0
1_7,in,-82.0,-80.0,-70.0,-81.0,-90.0,
1_7,in,-86.0,-83.0,,-80.0,-90.0,
1_7,in,-82.0,-80.0,,,-95.0,
1_7,in,-92.0,-82.0,,-82.0,-94.0,-94.0
1_7,in,,-77.0,,-73.0,-92.0,-92.0
1_7,in,-89.0,-82.0,,-74.0,-95.0,-90.0
1_7,in,-87.0,-83.0,,-76.0,-93.0,-97.0
1_7,in,-88.0,,-74.0,-71.0,-91.0,-91.0
1_7,in,,-79.0,,-71.0,,-95.0
1_7,in,,-76.0,,-74.0,-87.0,
1_7,in,,-76.0,,-71.0,,-90.0
1_7,in,-87.0,,,,,-92.0
1_7,in,-87.0,-81.0,,-77.0,,-92.0
1_7,in,-87.0,-82.0,,-77.0,-90.0,-92.0
1_7,in,,,,-77.0,,-92.0
1_7,in,,-78.0,,-71.0,-89.0,-95.0
1_7,in,-88.0,-78.0,,-72.0,-89.0,
1_7,in,-89.0,-83.0,,-76.0,,
1_7,in,-87.0,-75.0,,-77.0,-89.0,-93.0
1_7,in,,,,-75.0,-90.0,
1_7,in,-87.0,-82.0,,-76.0,,
1_7,in,-88.0,-75.0,,-76.0,,
1_7,in,-86.0,-76.0,,-76.0,,
1_7,in,-87.0,-79.0,,-74.0,-88.0,-93.0
1_7,in,-86.0,-76.0,,,-89.0,
1_7,in,-86.0,-78.0,,,,
1_7,in,-88.0,-79.0,,-74.0,,
1_7,in,-89.0,-79.0,,-74.0,-88.0,
1_7,in,-92.0,,,,-89.0,
1_7,in,,-78.0,-78.0,-76.0,-95.0,
1_7,in,,-78.0,,-77.0,,
1_7,in,-90.0,,-76.0,-77.0,-90.0,
1_7,in,-91.0,-83.0,,-76.0,-87.0,-90.0
1_7,in,-90.0,,,-78.0,,-94.0
1_7,in,-88.0,-83.0,,-76.0,-88.0,-90.0
1_7,in,,,,-77.0,,-91.0
1_7,in,-84.0,-82.0,,,,-90.0
1_7,in,-87.0,-84.0,,-76.0,-90.0,-92.0
1_7,in,,-76.0,,-75.0,-88.0,-90.0
1_7,in,-86.0,-76.0,,-76.0,-91.0,-92.0
1_7,in,,-78.0,,-75.0,-91.0,-92.0
1_7,in,,-82.0,,-76.0,-90.0,-93.0
1_7,in,-88.0,-83.0,,-78.0,-91.0,
1_7,in,-97.0,-77.0,,-79.0,-88.0,
1_7,in,-90.0,-82.0,,-79.0,-92.0,
1_7,in,,-74.0,,-79.0,,
1_7,in,-89.0,-75.0,,-76.0,,-91.0
1_7,in,-88.0,-83.0,-72.0,-77.0,,
1_7,in,-87.0,-82.0,,-77.0,-87.0,
1_7,in,-86.0,-82.0,,,-90.0,
1_7,in,-85.0,-75.0,,-76.0,-90.0,
1_7,in,-85.0,-84.0,,-76.0,-86.0,
1_7,in,-86.0,-77.0,-74.0,-79.0,-87.0,-92.0
1_7,in,-88.0,-75.0,,-83.0,-90.0,-94.0
1_7,in,-93.0,-75.0,,-83.0,-87.0,-89.0
1_7,in,-91.0,-71.0,,-82.0,-92.0,-93.0
1_7,in,-89.0,-75.0,-74.0,-82.0,-96.0,-96.0
1_7,in,-89.0,-73.0,,-81.0,-86.0,-93.0
1_7,in,-89.0,-74.0,,-82.0,,-93.0
1_7,in,-89.0,-73.0,,-82.0,,-94.0
1_7,in,-87.0,-73.0,,-86.0,,-94.0
1_7,in,-85.0,-73.0,,,,-91.0
1_7,in,-85.0,-72.0,,-82.0,,-89.0
1_7,in,-88.0,-73.0,-78.0,-82.0,-86.0,
1_7,in,-89.0,-73.0,,-81.0,-89.0,-91.0
1_7,in,-90.0,-73.0,,-82.0,-90.0,
1_7,in,,-73.0,-72.0,,-87.0,
1_7,in,,-74.0,,-81.0,-90.0,-91.0
1_7,in,-88.0,-75.0,,,-89.0,-91.0
1_7,in,-86.0,-75.0,,-82.0,-85.0,-91.0
1_7,in,-88.0,-71.0,,,,
1_7,in,-91.0,-74.0,,-82.0,,
1_7,in,-86.0,-74.0,-70.0,-83.0,-87.0,-92.0
1_7,in,-88.0,-70.0,,-82.0,,
1_7,in,-87.0,-72.0,,-88.0,,
1_7,in,,-74.0,-76.0,-82.0,,
1_7,in,,-70.0,,-83.0,-87.0,
1_7,in,-90.0,,,-82.0,-88.0,
1_7,in,-87.0,-71.0,,-80.0,-88.0,
1_7,in,,-70.0,,-81.0,-89.0,-94.0
1_7,in,-89.0,-71.0,,-83.0,-93.0,
1_7,in,-86.0,-71.0,,-82.0,,-89.0
1_7,in,-88.0,-72.0,,-83.0,-88.0,-92.0
1_7,in,-90.0,-70.0,,-81.0,,-92.0
1_7,in,-86.0,-74.0,-74.0,,,-89.0
1_7,in,-85.0,-74.0,,,,-92.0
1_7,in,-91.0,-70.0,,,,
1_7,in,,-74.0,,-80.0,-88.0,-93.0
1_7,in,,-74.0,,-81.0,-88.0,
1_7,in,-86.0,-69.0,-74.0,-81.0,-86.0,
1_7,in,-88.0,-73.0,,-82.0,-93.0,
1_7,in,,,,-82.0,,
1_7,in,-85.0,-72.0,,-82.0,-90.0,-92.0
1_7,in,-90.0,,,,-90.0,-92.0
1_7,in,-90.0,-73.0,,-81.0,,
1_7,in,-86.0,-71.0,-74.0,-81.0,-88.0,
1_7,in,-86.0,-69.0,,-80.0,,
1_7,in,-86.0,-72.0,,,,
1_7,in,,-71.0,,-80.0,-93.0,
1_7,in,-86.0,-73.0,,-79.0,-88.0,
1_7,in,-86.0,-71.0,,,,
1_7,in,-84.0,-78.0,,,-89.0,-92.0
1_7,in,-85.0,-79.0,,,-89.0,
1_7,in,,,,-90.0,-90.0,-96.0
1_7,in,-85.0,-74.0,,-86.0,,
1_7,in,-82.0,-78.0,,-84.0,,-98.0
1_7,in,-84.0,-83.0,-74.0,-83.0,-89.0,
1_7,in,-85.0,-76.0,-74.0,-88.0,-90.0,
1_7,in,,-76.0,-74.0,-84.0,-90.0,
1_7,in,-88.0,-75.0,,-83.0,-90.0,
1_7,in,-84.0,-84.0,,-83.0,-94.0,
1_7,in,-88.0,-83.0,-74.0,-83.0,-89.0,
1_7,in,-84.0,-84.0,,-84.0,-89.0,-96.0
1_7,in,-88.0,,-74.0,,,
1_7,in,-85.0,-77.0,-74.0,,-91.0,-96.0
1_7,in,-88.0,-76.0,,-84.0,,-93.0
1_7,in,-88.0,-83.0,,-85.0,,
1_7,in,,-77.0,,-83.0,-93.0,
1_7,in,,,,-84.0,,
1_7,in,-83.0,-83.0,,-82.0,-88.0,
1_7,in,-85.0,-76.0,,,,
1_7,in,-86.0,-83.0,,-83.0,,
1_7,in,,-76.0,-74.0,-88.0,,-96.0
1_7,in,,-75.0,,-84.0,-89.0,
1_7,in,-88.0,-75.0,,-82.0,-89.0,
1_7,in,-83.0,-83.0,,,-88.0,-99.0
1_7,in,-87.0,-83.0,,-89.0,,-95.0
1_7,in,,-75.0,,,,-94.0
1_7,in,-90.0,-83.0,,-83.0,-95.0,-96.0
1_7,in,-88.0,-82.0,,,-90.0,
1_7,in,-87.0,-76.0,,-88.0,,-97.0
1_7,in,-86.0,,-76.0,-83.0,-87.0,
1_7,in,,-83.0,-74.0,-84.0,-84.0,-98.0
1_7,in,,-77.0,,-83.0,,-95.0
1_7,in,-86.0,-74.0,,-85.0,,-94.0
1_7,in,-86.0,-75.0,,,,
1_7,in,-87.0,-74.0,,-88.0,,-96.0
1_7,in,,-75.0,,-82.0,,-94.0
1_7,in,,-83.0,,-88.0,,
1_7,in,-90.0,,-72.0,-83.0,-90.0,
1_7,in,-88.0,-83.0,-72.0,-81.0,-94.0,
1_7,in,-93.0,-83.0,-72.0,-83.0,,
1_7,in,-92.0,-77.0,,-82.0,-90.0,
1_7,in,-92.0,-77.0,-74.0,-81.0,-85.0,
1_7,in,-91.0,-83.0,,-83.0,,
1_7,in,-91.0,-83.0,,-88.0,,-97.0
1_7,in,,-83.0,,,,
1_7,in,-85.0,-77.0,-72.0,,-91.0,-96.0
1_7,in,-85.0,-75.0,,-88.0,-94.0,
1_7,in,-86.0,,,,,-95.0
