a_x,a_y,a_z,g_x,g_y,g_z,m_x,m_y,m_z,class_name
4,8,1014,61,1953,-61,-21192,9500,-74811,stable
18,4,988,427,2563,-183,-19001,8038,-78647,stable
11,-4,997,-244,1586,61,-17904,8404,-77110,stable
-2,0,988,-244,915,61,-19731,5846,-77101,stable
-9,-16,976,-732,-610,61,-19365,8769,-74811,stable
-6,5,999,-427,-854,0,-18634,6577,-79763,stable
0,-10,987,-732,-244,-122,-20461,7307,-75565,stable
-2,-4,986,-366,-427,-122,-21558,8404,-75192,stable
-5,1,994,-427,549,0,-19731,7307,-75192,stable
0,3,997,-61,61,-61,-18635,6577,-74448,stable
0,-8,998,-305,488,61,-18635,7673,-77502,stable
-11,2,999,-732,61,0,-19000,7307,-77473,stable
-1,-3,987,-305,-183,-61,-17538,7673,-76328,stable
0,0,997,-366,854,-61,-20096,8769,-77463,stable
0,-4,990,-488,305,-122,-18635,6211,-75956,stable
1,3,996,-305,2197,-244,-19365,6577,-72521,stable
-6,1,993,-488,1525,0,-17538,8769,-74047,stable
-10,8,996,-488,0,-183,-18269,6577,-74038,stable
-3,-2,999,-732,-793,-61,-19731,8769,-74801,stable
1,-5,988,-427,-549,61,-19000,7673,-75565,stable
0,-11,989,-183,0,61,-16807,7307,-74801,stable
-5,-2,987,-427,915,-244,-18634,9865,-75946,stable
-7,0,996,-1098,-793,-305,-20096,8769,-72884,stable
-3,-2,999,-488,244,61,-20826,8403,-80516,stable
-5,-4,990,-610,366,-61,-20096,9500,-75183,stable
-1,3,1004,61,61,-61,-20096,7307,-74801,stable
-8,0,993,-976,-2807,183,-20095,7672,-75927,stable
-15,-3,997,-671,549,-183,-19364,6576,-77454,stable
-8,-2,990,-366,183,-183,-18634,7673,-72121,stable
-14,7,1000,-244,1159,0,-21192,6942,-80134,stable
-5,-1,994,-305,427,0,-20826,6942,-75174,stable
-7,0,988,-183,854,0,-20826,9134,-76318,stable
-6,-2,997,-549,366,-122,-22653,8769,-74029,stable
-13,-1,999,-610,488,61,-20826,7673,-73647,stable
-14,0,998,-854,-549,-183,-21191,6211,-76691,stable
-15,7,994,-244,305,-122,-20826,9865,-75555,stable
-14,-3,992,0,976,-122,-20827,7673,-78236,stable
-9,0,999,-793,183,0,-21922,7307,-78990,stable
-15,-1,997,-549,488,-61,-21191,8403,-78598,stable
-11,6,996,-488,488,61,-18268,8038,-75536,stable
-7,7,1001,0,976,-122,-20826,7307,-76700,stable
-20,1,990,-549,793,0,-20095,7672,-78207,stable
-11,-1,1001,-366,366,-61,-17903,6942,-75174,stable
-12,0,994,-305,549,-366,-19730,6211,-78217,stable
-15,3,990,122,1037,61,-21556,9134,-76299,stable
-15,-5,994,-61,1037,0,-21191,5115,-74773,stable
-14,0,990,-244,1464,-61,-21191,7307,-74010,stable
-15,0,1001,549,2136,0,-18268,8403,-71721,stable
-19,-1,1000,-366,61,-61,-19364,7672,-78970,stable
-22,0,993,-793,-488,-183,-20096,7673,-77082,stable
-17,5,996,-732,61,-244,-18999,6576,-74392,stable
-21,-2,993,-244,1342,-183,-20461,8403,-73638,stable
22,17,993,183,-2319,0,-18633,7307,-70950,stable
-10,2,996,-1464,-2014,-61,-16807,8038,-75927,stable
-15,6,995,-549,-305,-61,-18998,6211,-74764,stable
-8,-2,994,-305,366,61,-19364,8037,-76671,stable
-15,0,990,-366,1770,61,-18633,7672,-74001,stable
-19,7,998,-671,549,-61,-18998,7672,-79332,stable
-15,5,993,-427,-61,-61,-18633,5845,-76681,stable
-27,6,1001,-488,671,-1037,-20826,8038,-74773,stable
-30,0,1004,-854,61,-183,-21556,5845,-79342,stable
-30,2,994,183,1892,-61,-20461,8769,-76691,stable
-38,3,986,-549,1953,-244,-22287,7307,-74010,stable
-32,0,994,-244,122,-122,-20460,6211,-78950,stable
-26,1,1001,-244,610,-61,-21556,6211,-74001,stable
-32,0,990,-732,-244,-305,-20825,4749,-76662,stable
-34,-2,996,-183,1525,-122,-23017,8037,-78569,stable
-40,4,996,-244,1586,-183,-20825,6941,-75136,stable
-29,1,991,-244,366,-61,-22652,8403,-76662,stable
-29,-1,994,-610,305,-183,-21190,6210,-75127,stable
-31,0,989,-488,305,61,-21556,8403,-75899,stable
-31,0,988,61,976,0,-20459,5845,-73220,stable
-28,0,996,-244,1098,-122,-23382,8768,-74736,stable
-55,0,998,183,5798,-61,-22285,5114,-78540,stable
-19,4,1005,-1220,-2197,0,-20093,6941,-77787,stable
-14,1,989,-732,2441,0,-18997,8768,-80837,stable
-27,2,1001,-732,3906,-61,-18267,7306,-72830,stable
-35,1,995,-854,-549,-122,-20459,9499,-71313,stable
-40,3,996,-732,0,-122,-20094,5845,-72076,stable
-39,1,986,-61,854,-61,-20093,6941,-78158,stable
102,-11,967,-3356,-15624,-1403,-12422,8403,-76281,stable
112,-12,983,244,2441,-305,-9133,9499,-80466,stable
82,-10,989,549,5310,-61,-12421,8402,-76262,stable
55,0,991,366,4455,-61,-15709,6575,-73955,stable
40,-1,989,-1464,-3845,-61,-17901,7672,-76252,stable
-8,1,1001,-1220,-2258,0,-21189,6941,-78149,stable
-6,8,996,-122,-122,183,-22285,5114,-77005,stable
-15,21,876,-2868,-39062,-488,-17900,7306,-77758,stable
-18,5,1004,-732,4333,-549,-20093,9133,-75480,stable
15,10,985,-5554,-15441,-976,-19363,6210,-80075,stable
-20,35,946,1708,1770,4638,-22650,11325,-72058,stable
-27,6,988,-1403,-5065,-488,-23381,10594,-73193,stable
-66,-7,1040,-2685,610,-2075,-27034,10594,-73946,stable
-135,-37,1027,-1586,183,7507,-33975,4383,-64806,stable
-93,-18,998,20263,-13610,-12329,-27765,365,-63289,stable
-18,7,962,-3234,-6408,305,-25939,6576,-62908,stable
-28,-41,991,1159,793,-427,-23381,6575,-63662,stable
-19,-40,999,-1037,-5187,1220,-20824,2557,-64052,stable
9,-23,974,-427,2746,2075,-20458,4383,-64044,stable
36,-23,1039,122,6164,3723,-20823,3287,-68610,stable
14,-21,975,-4577,3051,-3051,-19727,2922,-70134,stable
27,-44,991,5554,-2014,671,-17900,5479,-68601,stable
52,-14,954,6774,-2502,-915,-18265,2191,-68601,stable
57,12,996,1159,915,-2624,-18631,2191,-68229,stable
69,2,1001,-1770,-1464,-793,-17170,3653,-69372,stable
62,3,989,-1220,-427,427,-17901,1826,-68237,stable
83,10,990,976,1037,183,-14978,1461,-69745,stable
152,10,986,-2929,-21301,-1159,-11690,2557,-68982,stable
131,17,989,1586,6896,1098,-13517,730,-69372,stable
120,6,1015,-4394,1586,10864,-19362,-1461,-67102,stable
25,-14,1079,5432,-5004,11474,-18632,-1096,-69389,stable
25,15,893,-305,4577,-13244,-20823,-1826,-64798,stable
5,12,1036,2685,-4333,9155,-20457,-365,-64401,stable
204,-42,971,-12939,34301,13916,-7306,1826,-64020,stable
144,14,1086,11413,28564,5798,-9863,-730,-66315,stable
-196,-13,986,6713,13305,3112,-27399,-4018,-57182,stable
-123,8,989,-3173,-7751,5249,-30322,-5114,-57937,stable
-132,-8,973,-1403,-5737,-610,-29591,-5479,-63655,stable
-129,-7,989,-1281,-2502,-1647,-26303,-5479,-59462,stable
-127,3,990,1098,-3601,-183,-28860,-7671,-60979,stable
-110,7,987,366,427,-488,-28494,-5114,-60217,stable
-98,0,993,-1525,-2563,-610,-23744,-4383,-59821,stable
-100,1,987,-549,-1586,-244,-25571,-5844,-62488,stable
-98,6,983,-976,1037,-305,-26668,-7671,-63647,stable
-99,0,988,-854,61,-671,-26302,-4018,-68584,stable
-96,5,992,-793,-2380,6958,-25206,-7306,-63250,stable
-103,4,994,-1647,610,3845,-24111,-5845,-61368,stable
-101,-2,999,549,1586,-11657,-24840,-7671,-62488,stable
-108,38,980,1770,854,-12878,-28859,-2922,-65163,stable
-81,25,992,-427,244,-122,-34698,5113,-73455,stable
-82,20,985,-549,427,-183,-32873,6940,-70428,stable
-78,20,994,-427,366,-122,-31412,5844,-69658,stable
-81,26,995,-793,305,-122,-35064,6939,-69277,stable
-82,23,987,-610,427,-122,-34699,5844,-73084,stable
-78,21,985,-549,305,-122,-32873,6574,-68525,stable
-82,24,992,-610,305,-122,-34699,5844,-65090,stable
-82,29,992,-549,244,61,-32508,5844,-73093,stable
-108,19,1002,-1159,5310,183,-33968,5844,-70411,stable
-85,20,990,-549,-183,-122,-33969,5844,-71561,stable
-76,24,992,-366,122,-183,-33969,6209,-70047,stable
-85,24,992,-366,488,-122,-32873,6574,-73465,stable
-81,23,997,-366,122,-122,-32873,6209,-71189,stable
-78,32,985,2929,13061,183,-33968,7670,-73455,stable
-102,19,992,183,2014,-61,-35063,4748,-73066,stable
-96,23,991,-1281,-915,0,-34333,5478,-70402,stable
-100,21,989,-122,-1403,122,-34698,6209,-71552,stable
-77,18,998,-793,-3662,0,-33967,7304,-66596,stable
-75,20,993,427,244,122,-34332,8400,-73057,stable
-84,10,998,-671,1586,-244,-34697,8400,-71535,stable
-76,22,996,61,671,0,-31045,6574,-71163,stable
-85,16,992,-793,-305,-244,-33967,6939,-68871,stable
-78,19,991,183,1831,61,-31774,6208,-72658,stable
-74,19,994,-549,671,-183,-33237,8400,-70402,stable
-72,15,989,-488,427,-183,-33235,6939,-72269,stable
-70,15,992,-366,854,-122,-35427,5113,-72287,stable
-83,24,999,305,1831,0,-30314,6209,-70774,stable
-86,10,1002,1464,14465,-183,-33967,6939,-70782,stable
-67,27,995,854,4150,-61,-33602,8765,-72296,stable
-67,60,971,0,-4333,122,-36524,6939,-71915,stable
-99,20,996,-732,305,-61,-35427,6208,-74189,stable
-104,20,985,122,1770,-244,-35062,5478,-69243,stable
-249,60,1019,1953,23010,-5920,-35793,7304,-70774,stable
-73,35,1003,-1403,-4211,-61,-36524,4748,-65066,stable
-182,41,978,2380,25146,32897,-40541,1826,-63544,stable
-71,38,929,1525,8544,9521,-28122,-5843,-58583,stable
-8,86,1022,7873,-1525,915,-25202,-7305,-61276,stable
-41,41,1003,1770,-6530,-10192,-23375,-2921,-62403,stable
-25,62,997,-18554,-3051,5859,-26662,-4748,-60112,stable
-140,28,984,1098,16784,-4028,-24835,-5843,-59351,stable
33,18,996,2258,-11535,-4882,-17895,-1095,-66183,stable
-10,-3,983,5126,-3540,1770,-19722,-365,-67713,stable
12,21,1014,-1647,6347,-3845,-17896,1095,-68482,stable
26,13,1006,610,-61,-3601,-17896,0,-62387,stable
-10,-28,1003,-1220,-2685,488,-19722,365,-66969,stable
5,11,1007,-1098,-1403,-2685,-19357,365,-63528,stable
31,12,982,-244,4089,-610,-17896,-365,-69995,stable
-9,10,1002,-976,854,244,-20088,-1460,-66588,stable
-13,9,988,-1037,610,61,-23009,2556,-60873,stable
-12,29,994,366,244,-610,-21183,1460,-62007,stable
-23,19,993,-549,1586,0,-20087,-365,-65430,stable
-26,29,1002,-671,-183,488,-21182,730,-64662,stable
-16,16,994,-732,427,244,-19722,-730,-65430,stable
-20,22,1002,0,793,-915,-20087,365,-67332,stable
-11,25,999,-305,-793,-854,-19722,-730,-60478,stable
-13,24,995,-1098,305,0,-21183,-730,-63528,stable
-20,18,997,-1342,-61,61,-20818,730,-61261,stable
-25,27,995,0,1220,-732,-18262,-730,-65066,stable
-27,23,995,-427,1342,61,-17896,-2191,-63148,stable
-31,18,997,-1037,1037,610,-20452,0,-64670,stable
-19,26,996,183,244,-976,-21182,-730,-64662,stable
-29,28,1000,244,-183,-305,-18991,-365,-68846,stable
-26,39,997,-671,854,-183,-20087,1095,-66183,stable
-27,25,991,-915,183,122,-21548,365,-66944,stable
-26,30,992,0,1037,-976,-20453,1826,-66199,stable
-32,26,995,-854,122,-61,-20453,-1095,-65438,stable
-31,32,999,183,1098,-549,-21913,365,-62760,stable
-34,41,996,-366,549,-122,-19356,-2556,-63513,stable
-39,31,997,-1708,488,976,-19357,-1826,-63164,stable
-40,31,1000,-183,549,488,-22644,-730,-63925,stable
-29,37,993,366,-488,-976,-20818,-365,-61261,stable
-43,34,995,-61,793,-610,-22279,1095,-61253,stable
-43,45,996,-427,1159,-244,-21549,-2556,-65447,stable
-36,48,999,-366,-488,-427,-18991,-1826,-64670,stable
-43,44,996,-488,1708,61,-22278,365,-60485,stable
-52,36,989,-1098,854,671,-21549,-1826,-61261,stable
-51,36,1003,-488,122,61,-22280,-365,-67357,stable
-45,48,993,61,0,-427,-23375,-1460,-63552,stable
-49,38,1003,-366,-183,-427,-20818,0,-67730,stable
-52,50,998,-915,-305,671,-20818,-1460,-61634,stable
-55,32,990,-1464,549,1037,-23375,-2191,-61649,stable
-47,48,989,183,793,-610,-20818,-730,-64686,stable
-51,50,991,-366,-366,-61,-22279,365,-65447,stable
-51,57,990,-427,915,-183,-23009,365,-63148,stable
-48,44,990,-1464,976,610,-21914,-1826,-66969,stable
-60,47,991,-549,488,1220,-20818,-730,-63925,stable
-35,41,979,3051,1037,2685,-23375,-2556,-67721,stable
-113,103,992,488,6164,-305,-25201,-5113,-61634,stable
-108,99,991,1159,1037,-366,-24470,-6208,-65058,stable
-103,82,981,-2319,915,427,-24835,-4748,-64297,stable
-121,74,986,-2502,4943,1037,-25201,-3652,-57449,stable
-124,32,970,-4760,6469,3234,-25932,-3287,-59739,stable
-80,51,1010,-12756,-10375,8300,-25201,-4382,-63164,stable
-52,36,964,-2746,11291,15441,-22278,-7669,-65050,stable
-111,55,1007,1281,3967,14099,-25201,-10226,-60493,stable
-108,57,1026,366,2868,5065,-25931,-13513,-64297,stable
-63,80,1008,-3967,3540,-488,-21549,-14974,-65827,stable
-91,42,985,1159,2868,2380,-22645,-11322,-62410,stable
-44,26,1000,-3784,1159,1586,-22279,-15705,-59732,stable
-17,-12,971,366,1281,-5126,-18261,-8765,-65042,stable
